Order Date|Channel|Brand Name|Product ID|ASIN|Title|UPC|Pack Size|No. Orders|Units Sold|Packs Sold|Sell-Out|Revenue|ASP|AOV|AOV:Units|Buy Box %|Sessions|PP CRV %|AMZ CRV %|created_on
2019-01-21|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|19.52|19.52|19.52|1.0 Units|0.00%|185|0.54%|0.54%|2019-01-21 12:00:00
2019-02-20|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|19.52|19.52|19.52|1.0 Units|0.00%|399|0.25%|0.25%|2019-02-20 12:00:00
2019-02-18|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|19.52|19.52|19.52|1.0 Units|1.00%|214|0.47%|0.70%|2019-02-18 12:00:00
2019-02-23|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|19.52|19.52|19.52|1.0 Units|3.00%|303|0.33%|0.33%|2019-02-23 12:00:00
2019-01-27|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|20.24|20.24|20.24|1.0 Units|||||2019-01-27 12:00:00
2019-01-26|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|20.24|20.24|20.24|1.0 Units|0.00%|102|0.98%|1.96%|2019-01-26 12:00:00
2019-02-04|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|20.24|20.24|20.24|1.0 Units|0.00%|172|0.58%|0.58%|2019-02-04 12:00:00
2019-02-16|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|20.24|20.24|20.24|1.0 Units|0.00%|194|0.52%|0.52%|2019-02-16 12:00:00
2019-03-05|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|1|1|14.38|20.24|20.24|20.24|1.0 Units|0.00%|295|0.34%|0.34%|2019-03-05 12:00:00
2019-01-13|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|1|2|2|28.76|39.04|19.52|39.04|2.0 Units|0.00%|157|0.64%|1.27%|2019-01-13 12:00:00
2019-01-17|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.04|19.52|19.52|1.0 Units|0.00%|157|1.27%|1.27%|2019-01-17 12:00:00
2019-03-19|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.04|19.52|19.52|1.0 Units|0.00%|189|1.06%|1.06%|2019-03-19 12:00:00
2019-03-14|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.04|19.52|19.52|1.0 Units|0.00%|241|0.83%|0.83%|2019-03-14 12:00:00
2019-03-08|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.16|19.58|19.58|1.0 Units|0.00%|292|0.68%|0.68%|2019-03-08 12:00:00
2019-02-22|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.54|19.77|19.77|1.0 Units|0.00%|362|0.55%|0.55%|2019-02-22 12:00:00
2019-02-19|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.54|19.77|19.77|1.0 Units|1.00%|247|0.81%|0.81%|2019-02-19 12:00:00
2019-02-27|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|39.76|19.88|19.88|1.0 Units|4.00%|324|0.62%|0.62%|2019-02-27 12:00:00
2019-02-02|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|40.48|20.24|20.24|1.0 Units|0.00%|122|1.64%|1.64%|2019-02-02 12:00:00
2019-01-29|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|40.48|20.24|20.24|1.0 Units|0.00%|130|1.54%|1.54%|2019-01-29 12:00:00
2019-02-06|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|40.48|20.24|20.24|1.0 Units|0.00%|177|1.13%|0.56%|2019-02-06 12:00:00
2019-02-26|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|40.48|20.24|20.24|1.0 Units|0.00%|303|0.66%|0.66%|2019-02-26 12:00:00
2019-03-01|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|40.48|20.24|20.24|1.0 Units|2.00%|301|0.66%|0.66%|2019-03-01 12:00:00
2019-02-24|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|2|2|28.76|40.48|20.24|20.24|1.0 Units|4.00%|368|0.54%|0.54%|2019-02-24 12:00:00
2019-03-21|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|3|3|43.14|58.56|19.52|29.28|1.5 Units|0.00%|232|0.86%|1.29%|2019-03-21 12:00:00
2019-02-07|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|2|3|3|43.14|60.72|20.24|30.36|1.5 Units|0.00%|165|1.21%|1.82%|2019-02-07 12:00:00
2019-02-03|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|3|4|4|57.52|80.96|20.24|26.99|1.3 Units|0.00%|159|1.89%|1.58%|2019-02-03 12:00:00
2019-02-25|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|3|4|4|57.52|80.96|20.24|26.99|1.3 Units|0.00%|350|0.86%|0.72%|2019-02-25 12:00:00
2019-03-04|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|3|5|5|71.90|101.20|20.24|33.73|1.7 Units|0.00%|327|0.92%|1.53%|2019-03-04 12:00:00
2019-02-21|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|4|4|4|57.52|80.49|20.12|20.12|1.0 Units|1.00%|389|1.03%|1.03%|2019-02-21 12:00:00
2019-02-10|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|4|4|4|57.52|80.96|20.24|20.24|1.0 Units|0.00%|189|2.12%|2.12%|2019-02-10 12:00:00
2019-03-09|AmazonPrime|Digestive Advantage|1590565|B01ND16K2I|Digestive Advantage Daily Probiotic - Survives Better Than 50 Billion Capsules 80 ea|20525959843|1|4|5|5|71.90|97.90|19.58|24.47|1.3 Units|0.00%|259|1.54%|1.93%|2019-03-09 12:00:00
2019-01-29|AmazonPrime|Durex|1212725|B001NXDH6W|Durex Play Allure Vibrating Personal Massager Vibrator, 1 Count|302340302227|1|1|9|9|70.38|107.91|11.99|107.91|9.0 Units|0.00%|11|9.09%|84.85%|2019-01-29 12:00:00
2019-03-22|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|1|1|1|6.38|10.71|10.71|10.71|1.0 Units|91.00%|29|3.45%|8.62%|2019-03-22 12:00:00
2019-03-15|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|1|1|1|6.38|10.89|10.89|10.89|1.0 Units|0.00%|0||0.00%|2019-03-15 12:00:00
2019-03-16|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|1|1|1|6.38|10.89|10.89|10.89|1.0 Units|0.00%|0||0.00%|2019-03-16 12:00:00
2019-03-12|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|1|1|1|6.38|10.89|10.89|10.89|1.0 Units|48.00%|33|3.03%|3.03%|2019-03-12 12:00:00
2019-03-11|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|2|2|2|12.76|21.78|10.89|10.89|1.0 Units|52.00%|24|8.33%|8.33%|2019-03-11 12:00:00
2019-03-19|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|2|2|2|12.76|21.78|10.89|10.89|1.0 Units|54.00%|33|6.06%|3.03%|2019-03-19 12:00:00
2019-03-10|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|2|2|2|12.76|21.78|10.89|10.89|1.0 Units|59.00%|40|5.00%|3.75%|2019-03-10 12:00:00
2019-03-18|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|4|4|4|25.52|43.56|10.89|10.89|1.0 Units|38.00%|26|15.38%|15.38%|2019-03-18 12:00:00
2019-03-14|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|4|4|4|25.52|43.56|10.89|10.89|1.0 Units|47.00%|33|12.12%|9.09%|2019-03-14 12:00:00
2019-03-09|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|4|4|4|25.52|43.56|10.89|10.89|1.0 Units|65.00%|22|18.18%|22.73%|2019-03-09 12:00:00
2019-03-17|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|5|5|5|31.90|54.45|10.89|10.89|1.0 Units|0.00%|0||0.00%|2019-03-17 12:00:00
2019-03-13|AmazonPrime|Durex|1248035|B001NXDH62|Durex Pleasure Pack Condom, 24 ea|302340302197|1|5|5|5|31.90|54.45|10.89|10.89|1.0 Units|50.00%|26|19.23%|23.08%|2019-03-13 12:00:00
2019-02-18|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|1|1|1.19|3.45|3.45|3.45|1.0 Units|18.00%|7|14.29%|14.29%|2019-02-18 12:00:00
2019-02-08|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|1|1|1.19|3.50|3.50|3.50|1.0 Units|94.00%|13|7.69%|7.69%|2019-02-08 12:00:00
2019-01-27|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|1|1|1.19|4.30|4.30|4.30|1.0 Units|100.00%|15|6.67%|6.67%|2019-01-27 12:00:00
2019-01-26|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|1|1|1.19|4.30|4.30|4.30|1.0 Units|50.00%|4|25.00%|50.00%|2019-01-26 12:00:00
2019-02-13|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|2|2|2.38|7.00|3.50|7.00|2.0 Units|61.00%|14|7.14%|14.29%|2019-02-13 12:00:00
2019-03-10|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|4|4|4.76|10.56|2.64|10.56|4.0 Units|0.00%|13|7.69%|30.77%|2019-03-10 12:00:00
2019-02-12|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|1|5|5|5.95|17.50|3.50|17.50|5.0 Units|80.00%|16|6.25%|31.25%|2019-02-12 12:00:00
2019-02-02|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|2|2|2|2.38|10.86|5.43|5.43|1.0 Units|100.00%|7|28.57%|21.43%|2019-02-02 12:00:00
2019-03-19|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|2|8|8|9.52|21.12|2.64|10.56|4.0 Units|0.00%|22|9.09%|36.36%|2019-03-19 12:00:00
2019-02-11|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|3|10|10|11.90|35.00|3.50|11.67|3.3 Units|91.00%|16|18.75%|62.50%|2019-02-11 12:00:00
2019-02-10|AmazonPrime|Durex|1248800|B0002TJ8ES|Durex Intense Sensation Condom, 3 ct|302340096584|1|3|3|3|3.57|10.50|3.50|3.50|1.0 Units|79.00%|17|17.65%|11.76%|2019-02-10 12:00:00
2019-03-31|AmazonPrime|Durex|1248800|B000HJIHK4|Durex Intense Sensation Condom, 3 ct|302340096584|16|1|16|1|19.04|29.19|29.19|29.19|1.0 Units|0.00%|0||0.00%|2019-03-31 12:00:00
2019-03-29|AmazonPrime|Durex|1248800|B014TNTZHW|Durex Intense Sensation Condom, 3 ct|302340096584|6|1|6|1|7.14|12.00|12.00|12.00|1.0 Units|0.00%|1|100.00%|100.00%|2019-03-29 12:00:00
2019-02-04|AmazonPrime|Durex|1248880|B0056I0U56|Durex Pleasure Pack Condom, 12 ct|302340302746|1|1|1|1|4.08|10.69|10.69|10.69|1.0 Units|0.00%|0||0.00%|2019-02-04 12:00:00
2019-02-16|AmazonPrime|Durex|1248880|B01602BOIS|Durex Pleasure Pack Condom, 12 ct|302340302746|3|1|3|1|12.24|20.70|20.70|20.70|1.0 Units|100.00%|2|50.00%|50.00%|2019-02-16 12:00:00
2019-01-08|AmazonPrime|Durex|1249415|B00A5HGXWM|Durex Pleasure Pack Condom, 3 ct|302340300421|1|1|1|1|1.19|3.56|3.56|3.56|1.0 Units|||||2019-01-08 12:00:00
2019-01-09|AmazonPrime|Durex|1249415|B00A5HGXWM|Durex Pleasure Pack Condom, 3 ct|302340300421|1|1|1|1|1.19|3.56|3.56|3.56|1.0 Units|50.00%|2|50.00%|50.00%|2019-01-09 12:00:00
2019-03-22|AmazonPrime|Durex|1249415|B00A5HGXWM|Durex Pleasure Pack Condom, 3 ct|302340300421|1|1|1|1|1.19|5.11|5.11|5.11|1.0 Units|100.00%|2|50.00%|50.00%|2019-03-22 12:00:00
2019-01-07|AmazonPrime|Durex|1249415|B00A5HGXWM|Durex Pleasure Pack Condom, 3 ct|302340300421|1|2|2|2|2.38|7.12|3.56|3.56|1.0 Units|100.00%|2|100.00%|150.00%|2019-01-07 12:00:00
2019-01-30|AmazonPrime|Durex|1249415|B014TNU738|Durex Pleasure Pack Condom, 3 ct|302340300421|6|1|6|1|7.14|10.85|10.85|10.85|1.0 Units|0.00%|0||0.00%|2019-01-30 12:00:00
2019-01-03|AmazonPrime|Durex|1249415|B014TNU738|Durex Pleasure Pack Condom, 3 ct|302340300421|6|1|6|1|7.14|10.85|10.85|10.85|1.0 Units|100.00%|1|100.00%|100.00%|2019-01-03 12:00:00
2019-02-04|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|12|2|14.28|29.88|14.94|29.88|2.0 Units|100.00%|14|7.14%|14.29%|2019-02-04 12:00:00
2019-01-08|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.66|14.66|14.66|1.0 Units|100.00%|13|7.69%|7.69%|2019-01-08 12:00:00
2019-01-16|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.66|14.66|14.66|1.0 Units|100.00%|19|5.26%|5.26%|2019-01-16 12:00:00
2019-01-02|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.66|14.66|14.66|1.0 Units|100.00%|23|4.35%|8.70%|2019-01-02 12:00:00
2019-01-06|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.66|14.66|14.66|1.0 Units|90.00%|16|6.25%|12.50%|2019-01-06 12:00:00
2019-01-18|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.69|14.69|14.69|1.0 Units|100.00%|9|11.11%|11.11%|2019-01-18 12:00:00
2019-01-26|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.81|14.81|14.81|1.0 Units|100.00%|14|7.14%|7.14%|2019-01-26 12:00:00
2019-01-31|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.88|14.88|14.88|1.0 Units|95.00%|11|9.09%|9.09%|2019-01-31 12:00:00
2019-02-05|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.96|14.96|14.96|1.0 Units|100.00%|10|10.00%|15.00%|2019-02-05 12:00:00
2019-02-06|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.96|14.96|14.96|1.0 Units|100.00%|8|12.50%|12.50%|2019-02-06 12:00:00
2019-02-07|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.97|14.97|14.97|1.0 Units|100.00%|12|8.33%|16.67%|2019-02-07 12:00:00
2019-02-09|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|1|6|1|7.14|14.99|14.99|14.99|1.0 Units|100.00%|6|16.67%|16.67%|2019-02-09 12:00:00
2019-01-11|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.32|14.66|14.66|1.0 Units|100.00%|16|12.50%|6.25%|2019-01-11 12:00:00
2019-01-05|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.32|14.66|14.66|1.0 Units|100.00%|21|9.52%|7.14%|2019-01-05 12:00:00
2019-01-03|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.32|14.66|14.66|1.0 Units|100.00%|8|25.00%|12.50%|2019-01-03 12:00:00
2019-01-19|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.40|14.70|14.70|1.0 Units|100.00%|22|9.09%|6.82%|2019-01-19 12:00:00
2019-01-20|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.44|14.72|14.72|1.0 Units|95.00%|19|10.53%|10.53%|2019-01-20 12:00:00
2019-01-22|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.50|14.75|14.75|1.0 Units|100.00%|13|15.38%|7.69%|2019-01-22 12:00:00
2019-01-23|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.52|14.76|14.76|1.0 Units|100.00%|19|10.53%|10.53%|2019-01-23 12:00:00
2019-01-27|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.64|14.82|14.82|1.0 Units|100.00%|23|8.70%|8.70%|2019-01-27 12:00:00
2019-02-01|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.80|14.90|14.90|1.0 Units|100.00%|11|18.18%|27.27%|2019-02-01 12:00:00
2019-02-03|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.86|14.93|14.93|1.0 Units|100.00%|14|14.29%|14.29%|2019-02-03 12:00:00
2019-02-08|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|2|12|2|14.28|29.98|14.99|14.99|1.0 Units|100.00%|7|28.57%|21.43%|2019-02-08 12:00:00
2019-01-17|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|3|18|3|21.42|44.01|14.67|14.67|1.0 Units|100.00%|16|18.75%|18.75%|2019-01-17 12:00:00
2019-02-02|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|3|18|3|21.42|44.72|14.91|14.91|1.0 Units|100.00%|15|20.00%|13.33%|2019-02-02 12:00:00
2019-01-24|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|3|24|4|28.56|59.12|14.78|19.71|1.3 Units|100.00%|12|25.00%|20.83%|2019-01-24 12:00:00
2019-01-28|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|3|30|5|35.70|74.20|14.84|24.73|1.7 Units|100.00%|22|13.64%|20.46%|2019-01-28 12:00:00
2019-01-09|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|3|36|6|42.84|87.96|14.66|29.32|2.0 Units|100.00%|13|23.08%|26.92%|2019-01-09 12:00:00
2019-01-15|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|4|24|4|28.56|58.64|14.66|14.66|1.0 Units|100.00%|14|28.57%|21.43%|2019-01-15 12:00:00
2019-01-29|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|4|24|4|28.56|59.39|14.85|14.85|1.0 Units|97.00%|17|23.53%|14.71%|2019-01-29 12:00:00
2019-01-30|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|4|24|4|28.56|59.46|14.86|14.86|1.0 Units|100.00%|13|30.77%|7.69%|2019-01-30 12:00:00
2019-01-04|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|4|36|6|42.84|87.96|14.66|21.99|1.5 Units|100.00%|12|33.33%|29.17%|2019-01-04 12:00:00
2019-01-07|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|5|30|5|35.70|73.30|14.66|14.66|1.0 Units|100.00%|14|35.71%|25.00%|2019-01-07 12:00:00
2019-01-12|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|5|30|5|35.70|73.30|14.66|14.66|1.0 Units|100.00%|21|23.81%|19.05%|2019-01-12 12:00:00
2019-01-13|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|5|30|5|35.70|73.30|14.66|14.66|1.0 Units|89.00%|13|38.46%|26.93%|2019-01-13 12:00:00
2019-01-14|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|6|36|6|42.84|87.96|14.66|14.66|1.0 Units|93.00%|26|23.08%|19.23%|2019-01-14 12:00:00
2019-01-25|AmazonPrime|Durex|1249425|B014TNUA26|Durex XXL Condoms, 3 ct|302340300452|6|7|48|8|57.12|118.32|14.79|16.90|1.1 Units|100.00%|10|70.00%|80.00%|2019-01-25 12:00:00
2019-03-09|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|2.68|2.68|2.68|1.0 Units|0.00%|18|5.56%|5.56%|2019-03-09 12:00:00
2019-03-07|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|2.68|2.68|2.68|1.0 Units|0.00%|19|5.26%|5.26%|2019-03-07 12:00:00
2019-03-04|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|2.68|2.68|2.68|1.0 Units|0.00%|21|4.76%|4.76%|2019-03-04 12:00:00
2019-03-25|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|2.68|2.68|2.68|1.0 Units|0.00%|23|4.35%|4.35%|2019-03-25 12:00:00
2019-03-23|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|2.68|2.68|2.68|1.0 Units|0.00%|9|11.11%|11.11%|2019-03-23 12:00:00
2019-01-25|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|3.18|3.18|3.18|1.0 Units|62.00%|5|20.00%|20.00%|2019-01-25 12:00:00
2019-01-23|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|3.22|3.22|3.22|1.0 Units|80.00%|14|7.14%|7.14%|2019-01-23 12:00:00
2019-01-17|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|3.32|3.32|3.32|1.0 Units|50.00%|8|12.50%|12.50%|2019-01-17 12:00:00
2019-01-10|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|3.59|3.59|3.59|1.0 Units|100.00%|7|14.29%|42.86%|2019-01-10 12:00:00
2019-01-08|AmazonPrime|Durex|1250515|B0000532PB|Durex Tropical Flavors Condom, 3 ct|302340090001|1|1|1|1|1.19|3.67|3.67|3.67|1.0 Units|71.00%|7|14.29%|14.29%|2019-01-08 12:00:00
